task_id,task_count,all_tasks_count,task_type,min_size_in,max_size_in,avg_size_in,count_in,sum_in,min_size_out,max_size_out,avg_size_out,count_out,sum_out,exec_file_size
mDiffFit_241,423,619,1,277,4170240,3332791.4,5,16663957,260,260,260.0,1,260,746640
mBackground_65,90,619,4,1706,4144320,2073864.0,4,8295456,4144320,4144320,4144320.0,2,8288640,5793368
mBackground_25,90,619,4,1706,4152960,2078184.0,4,8312736,4152960,4152960,4152960.0,2,8305920,5793368
mDiffFit_269,423,619,1,277,4161600,3329335.4,5,16646677,258,258,258.0,1,258,746640
mDiffFit_400,423,619,1,277,4144320,3312055.4,5,16560277,269,269,269.0,1,269,746640
mProject_61,90,619,0,277,1472843,736560.0,2,1473120,4135680,4135680,4135680.0,2,8271360,5930728
mConcatFit_2,3,619,2,256,18850,396.1901408450704,142,56259,29537,29537,29537.0,1,29537,799096
mProject_7,90,619,0,277,1529220,764748.5,2,1529497,4152960,4152960,4152960.0,2,8305920,5930728
mDiffFit_45,423,619,1,277,4152960,3318967.4,5,16594837,270,270,270.0,1,270,746640
mDiffFit_173,423,619,1,277,4170240,3332791.4,5,16663957,262,262,262.0,1,262,746640
mDiffFit_353,423,619,1,277,4144320,3315511.4,5,16577557,262,262,262.0,1,262,746640
mDiffFit_375,423,619,1,277,4144320,3315511.4,5,16577557,270,270,270.0,1,270,746640
mConcatFit_1,3,619,2,256,18850,396.7535211267606,142,56339,29537,29537,29537.0,1,29537,799096
mDiffFit_242,423,619,1,277,4161600,3329335.4,5,16646677,268,268,268.0,1,268,746640
mProject_47,90,619,0,277,1469529,734903.0,2,1469806,4161600,4161600,4161600.0,2,8323200,5930728
mDiffFit_121,423,619,1,277,4152960,3318967.4,5,16594837,265,265,265.0,1,265,746640
mProject_56,90,619,0,277,1473687,736982.0,2,1473964,4161600,4161600,4161600.0,2,8323200,5930728
mDiffFit_78,423,619,1,277,4144320,3315511.4,5,16577557,261,261,261.0,1,261,746640
mDiffFit_312,423,619,1,277,4144320,3315511.4,5,16577557,264,264,264.0,1,264,746640
mDiffFit_295,423,619,1,277,4144320,3315511.4,5,16577557,266,266,266.0,1,266,746640
mDiffFit_50,423,619,1,277,4152960,3322423.4,5,16612117,267,267,267.0,1,267,746640
mDiffFit_168,423,619,1,277,4161600,3329335.4,5,16646677,267,267,267.0,1,267,746640
mDiffFit_307,423,619,1,277,4144320,3315511.4,5,16577557,258,258,258.0,1,258,746640
mDiffFit_422,423,619,1,277,4144320,3315511.4,5,16577557,268,268,268.0,1,268,746640
mDiffFit_385,423,619,1,277,4144320,3315511.4,5,16577557,263,263,263.0,1,263,746640
mDiffFit_99,423,619,1,277,4152960,3318967.4,5,16594837,264,264,264.0,1,264,746640
mDiffFit_62,423,619,1,277,4144320,3315511.4,5,16577557,268,268,268.0,1,268,746640
mDiffFit_345,423,619,1,277,4144320,3315511.4,5,16577557,268,268,268.0,1,268,746640
mDiffFit_114,423,619,1,277,4152960,3318967.4,5,16594837,264,264,264.0,1,264,746640
mBackground_34,90,619,4,1706,4161600,2082504.0,4,8330016,4161600,4161600,4161600.0,2,8323200,5793368
mDiffFit_141,423,619,1,277,4152960,3318967.4,5,16594837,262,262,262.0,1,262,746640
mDiffFit_191,423,619,1,277,4161600,3329335.4,5,16646677,261,261,261.0,1,261,746640
mDiffFit_35,423,619,1,277,4152960,3322423.4,5,16612117,272,272,272.0,1,272,746640
mDiffFit_132,423,619,1,277,4152960,3322423.4,5,16612117,258,258,258.0,1,258,746640
mDiffFit_175,423,619,1,277,4161600,3329335.4,5,16646677,266,266,266.0,1,266,746640
mDiffFit_403,423,619,1,277,4144320,3312055.4,5,16560277,272,272,272.0,1,272,746640
mBackground_9,90,619,4,1706,4144320,2073864.0,4,8295456,4144320,4144320,4144320.0,2,8288640,5793368
mDiffFit_100,423,619,1,277,4144320,3315511.4,5,16577557,264,264,264.0,1,264,746640
mDiffFit_6,423,619,1,277,4144320,3315511.4,5,16577557,272,272,272.0,1,272,746640
mDiffFit_199,423,619,1,277,4161600,3329335.4,5,16646677,263,263,263.0,1,263,746640
mDiffFit_293,423,619,1,277,4144320,3315511.4,5,16577557,266,266,266.0,1,266,746640
mDiffFit_20,423,619,1,277,4152960,3322423.4,5,16612117,270,270,270.0,1,270,746640
mDiffFit_322,423,619,1,277,4144320,3315511.4,5,16577557,260,260,260.0,1,260,746640
mBackground_23,90,619,4,1706,4144320,2073864.0,4,8295456,4144320,4144320,4144320.0,2,8288640,5793368
mDiffFit_123,423,619,1,277,4152960,3318967.4,5,16594837,261,261,261.0,1,261,746640
mDiffFit_153,423,619,1,277,4161600,3329335.4,5,16646677,265,265,265.0,1,265,746640
mProject_10,90,619,0,277,1542913,771595.0,2,1543190,4152960,4152960,4152960.0,2,8305920,5930728
mProject_76,90,619,0,277,1475337,737807.0,2,1475614,4144320,4144320,4144320.0,2,8288640,5930728
mDiffFit_284,423,619,1,277,4144320,3312055.4,5,16560277,270,270,270.0,1,270,746640
mDiffFit_377,423,619,1,277,4144320,3315511.4,5,16577557,266,266,266.0,1,266,746640
mDiffFit_397,423,619,1,277,4135680,3308599.4,5,16542997,268,268,268.0,1,268,746640
mBackground_39,90,619,4,1706,4161600,2082504.0,4,8330016,4161600,4161600,4161600.0,2,8323200,5793368
mDiffFit_122,423,619,1,277,4144320,3315511.4,5,16577557,268,268,268.0,1,268,746640
mDiffFit_382,423,619,1,277,4144320,3315511.4,5,16577557,270,270,270.0,1,270,746640
mDiffFit_333,423,619,1,277,4144320,3312055.4,5,16560277,266,266,266.0,1,266,746640
mDiffFit_73,423,619,1,277,4152960,3322423.4,5,16612117,269,269,269.0,1,269,746640
mDiffFit_305,423,619,1,277,4144320,3315511.4,5,16577557,267,267,267.0,1,267,746640
mDiffFit_154,423,619,1,277,4161600,3329335.4,5,16646677,263,263,263.0,1,263,746640
mProject_43,90,619,0,277,1465210,732743.5,2,1465487,4161600,4161600,4161600.0,2,8323200,5930728
mDiffFit_18,423,619,1,277,4152960,3322423.4,5,16612117,265,265,265.0,1,265,746640
mDiffFit_230,423,619,1,277,4161600,3329335.4,5,16646677,263,263,263.0,1,263,746640
mBackground_74,90,619,4,1706,4144320,2073864.0,4,8295456,4144320,4144320,4144320.0,2,8288640,5793368
mDiffFit_4,423,619,1,277,4144320,3315511.4,5,16577557,262,262,262.0,1,262,746640
mBackground_80,90,619,4,1706,4135680,2069544.0,4,8278176,4135680,4135680,4135680.0,2,8271360,5793368
mDiffFit_287,423,619,1,277,4144320,3312055.4,5,16560277,264,264,264.0,1,264,746640
mBackground_12,90,619,4,1706,4152960,2078184.0,4,8312736,4152960,4152960,4152960.0,2,8305920,5793368
mProject_50,90,619,0,277,1474880,737578.5,2,1475157,4170240,4170240,4170240.0,2,8340480,5930728
mBackground_11,90,619,4,1706,4144320,2073864.0,4,8295456,4144320,4144320,4144320.0,2,8288640,5793368
mDiffFit_367,423,619,1,277,4135680,3308599.4,5,16542997,261,261,261.0,1,261,746640
mDiffFit_252,423,619,1,277,4161600,3329335.4,5,16646677,275,275,275.0,1,275,746640
mDiffFit_392,423,619,1,277,4144320,3312055.4,5,16560277,270,270,270.0,1,270,746640
mDiffFit_222,423,619,1,277,4161600,3329335.4,5,16646677,265,265,265.0,1,265,746640
mDiffFit_352,423,619,1,277,4144320,3315511.4,5,16577557,268,268,268.0,1,268,746640
mProject_77,90,619,0,277,1467462,733869.5,2,1467739,4144320,4144320,4144320.0,2,8288640,5930728
mDiffFit_357,423,619,1,277,4144320,3315511.4,5,16577557,269,269,269.0,1,269,746640
mDiffFit_339,423,619,1,277,4144320,3312055.4,5,16560277,261,261,261.0,1,261,746640
mDiffFit_204,423,619,1,277,4161600,3329335.4,5,16646677,267,267,267.0,1,267,746640
mBackground_27,90,619,4,1706,4152960,2078184.0,4,8312736,4152960,4152960,4152960.0,2,8305920,5793368
mProject_89,90,619,0,277,1415237,707757.0,2,1415514,4135680,4135680,4135680.0,2,8271360,5930728
mBackground_14,90,619,4,1706,4144320,2073864.0,4,8295456,4144320,4144320,4144320.0,2,8288640,5793368
mProject_71,90,619,0,277,1431122,715699.5,2,1431399,4144320,4144320,4144320.0,2,8288640,5930728
mProject_53,90,619,0,277,1471623,735950.0,2,1471900,4161600,4161600,4161600.0,2,8323200,5930728
mAdd_2,3,619,6,273,4170240,4028142.0161290322,62,249744805,6482880,6482880,6482880.0,2,12965760,5827296
mBackground_76,90,619,4,1706,4144320,2073864.0,4,8295456,4144320,4144320,4144320.0,2,8288640,5793368
mDiffFit_337,423,619,1,277,4144320,3312055.4,5,16560277,265,265,265.0,1,265,746640
mDiffFit_24,423,619,1,277,4152960,3322423.4,5,16612117,267,267,267.0,1,267,746640
mBackground_72,90,619,4,1706,4135680,2069544.0,4,8278176,4135680,4135680,4135680.0,2,8271360,5793368
mBackground_32,90,619,4,1706,4161600,2082504.0,4,8330016,4161600,4161600,4161600.0,2,8323200,5793368
mDiffFit_14,423,619,1,277,4152960,3322423.4,5,16612117,265,265,265.0,1,265,746640
mDiffFit_218,423,619,1,277,4161600,3329335.4,5,16646677,266,266,266.0,1,266,746640
mDiffFit_398,423,619,1,277,4144320,3312055.4,5,16560277,271,271,271.0,1,271,746640
mDiffFit_262,423,619,1,277,4170240,3332791.4,5,16663957,261,261,261.0,1,261,746640
mDiffFit_388,423,619,1,277,4144320,3315511.4,5,16577557,259,259,259.0,1,259,746640
mDiffFit_282,423,619,1,277,4161600,3329335.4,5,16646677,269,269,269.0,1,269,746640
mDiffFit_396,423,619,1,277,4135680,3308599.4,5,16542997,271,271,271.0,1,271,746640
mDiffFit_384,423,619,1,277,4144320,3315511.4,5,16577557,266,266,266.0,1,266,746640
mDiffFit_76,423,619,1,277,4144320,3315511.4,5,16577557,264,264,264.0,1,264,746640
mDiffFit_137,423,619,1,277,4152960,3318967.4,5,16594837,266,266,266.0,1,266,746640
mDiffFit_233,423,619,1,277,4161600,3329335.4,5,16646677,271,271,271.0,1,271,746640
mViewer_4,4,619,7,6482880,6482880,6482880.0,3,19448640,1807583,1807583,1807583.0,1,1807583,5041472
mDiffFit_401,423,619,1,277,4135680,3308599.4,5,16542997,270,270,270.0,1,270,746640
mDiffFit_374,423,619,1,277,4144320,3315511.4,5,16577557,265,265,265.0,1,265,746640
mBackground_41,90,619,4,1706,4161600,2082504.0,4,8330016,4161600,4161600,4161600.0,2,8323200,5793368
mImgtbl_3,3,619,5,5110,4152960,4009124.8387096776,31,124282870,13972,13972,13972.0,1,13972,5911576
mConcatFit_3,3,619,2,258,18850,396.80281690140845,142,56346,29537,29537,29537.0,1,29537,799096
mProject_21,90,619,0,277,1537745,769011.0,2,1538022,4144320,4144320,4144320.0,2,8288640,5930728
mDiffFit_36,423,619,1,277,4152960,3322423.4,5,16612117,270,270,270.0,1,270,746640
mProject_25,90,619,0,277,1533954,767115.5,2,1534231,4152960,4152960,4152960.0,2,8305920,5930728
mDiffFit_386,423,619,1,277,4144320,3315511.4,5,16577557,266,266,266.0,1,266,746640
mDiffFit_197,423,619,1,277,4161600,3329335.4,5,16646677,262,262,262.0,1,262,746640
mDiffFit_31,423,619,1,277,4152960,3318967.4,5,16594837,268,268,268.0,1,268,746640
mBackground_36,90,619,4,1706,4161600,2082504.0,4,8330016,4161600,4161600,4161600.0,2,8323200,5793368
mProject_9,90,619,0,277,1541940,771108.5,2,1542217,4144320,4144320,4144320.0,2,8288640,5930728
mDiffFit_75,423,619,1,277,4144320,3315511.4,5,16577557,269,269,269.0,1,269,746640
mDiffFit_9,423,619,1,277,4152960,3318967.4,5,16594837,260,260,260.0,1,260,746640
mBackground_43,90,619,4,1706,4161600,2082504.0,4,8330016,4161600,4161600,4161600.0,2,8323200,5793368
mDiffFit_207,423,619,1,277,4161600,3329335.4,5,16646677,261,261,261.0,1,261,746640
mDiffFit_411,423,619,1,277,4144320,3312055.4,5,16560277,275,275,275.0,1,275,746640
mDiffFit_315,423,619,1,277,4144320,3315511.4,5,16577557,264,264,264.0,1,264,746640
mDiffFit_65,423,619,1,277,4152960,3318967.4,5,16594837,260,260,260.0,1,260,746640
mDiffFit_387,423,619,1,277,4144320,3315511.4,5,16577557,266,266,266.0,1,266,746640
mDiffFit_294,423,619,1,277,4144320,3315511.4,5,16577557,264,264,264.0,1,264,746640
mDiffFit_30,423,619,1,277,4152960,3318967.4,5,16594837,263,263,263.0,1,263,746640
mDiffFit_150,423,619,1,277,4161600,3329335.4,5,16646677,262,262,262.0,1,262,746640
mDiffFit_85,423,619,1,277,4152960,3318967.4,5,16594837,265,265,265.0,1,265,746640
mDiffFit_217,423,619,1,277,4161600,3329335.4,5,16646677,267,267,267.0,1,267,746640
mDiffFit_243,423,619,1,277,4161600,3329335.4,5,16646677,272,272,272.0,1,272,746640
mBackground_51,90,619,4,1706,4161600,2082504.0,4,8330016,4161600,4161600,4161600.0,2,8323200,5793368
mDiffFit_311,423,619,1,277,4144320,3312055.4,5,16560277,266,266,266.0,1,266,746640
mProject_68,90,619,0,277,1474299,737288.0,2,1474576,4144320,4144320,4144320.0,2,8288640,5930728
mDiffFit_49,423,619,1,277,4152960,3318967.4,5,16594837,267,267,267.0,1,267,746640
mDiffFit_194,423,619,1,277,4161600,3329335.4,5,16646677,265,265,265.0,1,265,746640
mBackground_83,90,619,4,1706,4144320,2073864.0,4,8295456,4144320,4144320,4144320.0,2,8288640,5793368
mDiffFit_317,423,619,1,277,4144320,3315511.4,5,16577557,259,259,259.0,1,259,746640
mProject_6,90,619,0,277,1533881,767079.0,2,1534158,4144320,4144320,4144320.0,2,8288640,5930728
mProject_87,90,619,0,277,1466204,733240.5,2,1466481,4144320,4144320,4144320.0,2,8288640,5930728
mDiffFit_142,423,619,1,277,4161600,3329335.4,5,16646677,267,267,267.0,1,267,746640
mBackground_57,90,619,4,1706,4161600,2082504.0,4,8330016,4161600,4161600,4161600.0,2,8323200,5793368
mDiffFit_259,423,619,1,277,4161600,3329335.4,5,16646677,268,268,268.0,1,268,746640
mProject_13,90,619,0,277,1536349,768313.0,2,1536626,4144320,4144320,4144320.0,2,8288640,5930728
mBackground_10,90,619,4,1706,4152960,2078184.0,4,8312736,4152960,4152960,4152960.0,2,8305920,5793368
mBackground_69,90,619,4,1706,4144320,2073864.0,4,8295456,4144320,4144320,4144320.0,2,8288640,5793368
mProject_46,90,619,0,277,1473216,736746.5,2,1473493,4161600,4161600,4161600.0,2,8323200,5930728
mDiffFit_46,423,619,1,277,4152960,3318967.4,5,16594837,265,265,265.0,1,265,746640
mProject_27,90,619,0,277,1543715,771996.0,2,1543992,4152960,4152960,4152960.0,2,8305920,5930728
mBackground_78,90,619,4,1706,4144320,2073864.0,4,8295456,4144320,4144320,4144320.0,2,8288640,5793368
mDiffFit_236,423,619,1,277,4161600,3329335.4,5,16646677,271,271,271.0,1,271,746640
mDiffFit_292,423,619,1,277,4144320,3315511.4,5,16577557,261,261,261.0,1,261,746640
mBackground_84,90,619,4,1706,4144320,2073864.0,4,8295456,4144320,4144320,4144320.0,2,8288640,5793368
mDiffFit_125,423,619,1,277,4152960,3318967.4,5,16594837,268,268,268.0,1,268,746640
mBackground_61,90,619,4,1706,4135680,2069544.0,4,8278176,4135680,4135680,4135680.0,2,8271360,5793368
mBackground_67,90,619,4,1706,4144320,2073864.0,4,8295456,4144320,4144320,4144320.0,2,8288640,5793368
mDiffFit_249,423,619,1,277,4161600,3329335.4,5,16646677,270,270,270.0,1,270,746640
mProject_90,90,619,0,277,1466856,733566.5,2,1467133,4144320,4144320,4144320.0,2,8288640,5930728
mBackground_22,90,619,4,1706,4152960,2078184.0,4,8312736,4152960,4152960,4152960.0,2,8305920,5793368
mBackground_7,90,619,4,1706,4152960,2078184.0,4,8312736,4152960,4152960,4152960.0,2,8305920,5793368
mDiffFit_254,423,619,1,277,4170240,3332791.4,5,16663957,267,267,267.0,1,267,746640
mDiffFit_348,423,619,1,277,4144320,3315511.4,5,16577557,262,262,262.0,1,262,746640
mDiffFit_331,423,619,1,277,4144320,3315511.4,5,16577557,264,264,264.0,1,264,746640
mDiffFit_113,423,619,1,277,4152960,3318967.4,5,16594837,270,270,270.0,1,270,746640
mDiffFit_196,423,619,1,277,4161600,3329335.4,5,16646677,268,268,268.0,1,268,746640
mDiffFit_29,423,619,1,277,4152960,3318967.4,5,16594837,265,265,265.0,1,265,746640
mDiffFit_250,423,619,1,277,4161600,3329335.4,5,16646677,274,274,274.0,1,274,746640
mDiffFit_128,423,619,1,277,4144320,3315511.4,5,16577557,271,271,271.0,1,271,746640
mDiffFit_177,423,619,1,277,4161600,3329335.4,5,16646677,259,259,259.0,1,259,746640
mProject_20,90,619,0,277,1535622,767949.5,2,1535899,4152960,4152960,4152960.0,2,8305920,5930728
mProject_36,90,619,0,277,1472485,736381.0,2,1472762,4161600,4161600,4161600.0,2,8323200,5930728
mDiffFit_221,423,619,1,277,4170240,3332791.4,5,16663957,263,263,263.0,1,263,746640
mDiffFit_148,423,619,1,277,4161600,3329335.4,5,16646677,265,265,265.0,1,265,746640
mDiffFit_28,423,619,1,277,4144320,3315511.4,5,16577557,256,256,256.0,1,256,746640
mImgtbl_2,3,619,5,5110,4170240,4028077.0967741935,31,124870390,13972,13972,13972.0,1,13972,5911576
mBackground_4,90,619,4,1706,4144320,2073864.0,4,8295456,4144320,4144320,4144320.0,2,8288640,5793368
mDiffFit_43,423,619,1,277,4152960,3318967.4,5,16594837,260,260,260.0,1,260,746640
mBackground_88,90,619,4,1706,4152960,2078184.0,4,8312736,4152960,4152960,4152960.0,2,8305920,5793368
mDiffFit_354,423,619,1,277,4144320,3315511.4,5,16577557,270,270,270.0,1,270,746640
mProject_69,90,619,0,277,1467584,733930.5,2,1467861,4144320,4144320,4144320.0,2,8288640,5930728
mDiffFit_21,423,619,1,277,4152960,3322423.4,5,16612117,266,266,266.0,1,266,746640
mDiffFit_97,423,619,1,277,4152960,3318967.4,5,16594837,272,272,272.0,1,272,746640
mDiffFit_248,423,619,1,277,4170240,3332791.4,5,16663957,264,264,264.0,1,264,746640
mDiffFit_260,423,619,1,277,4170240,3332791.4,5,16663957,266,266,266.0,1,266,746640
mDiffFit_344,423,619,1,277,4144320,3315511.4,5,16577557,265,265,265.0,1,265,746640
mProject_24,90,619,0,277,1529930,765103.5,2,1530207,4144320,4144320,4144320.0,2,8288640,5930728
mDiffFit_314,423,619,1,277,4144320,3315511.4,5,16577557,266,266,266.0,1,266,746640
mDiffFit_323,423,619,1,277,4144320,3315511.4,5,16577557,267,267,267.0,1,267,746640
mDiffFit_308,423,619,1,277,4144320,3315511.4,5,16577557,261,261,261.0,1,261,746640
mDiffFit_104,423,619,1,277,4144320,3315511.4,5,16577557,268,268,268.0,1,268,746640
mDiffFit_378,423,619,1,277,4144320,3315511.4,5,16577557,266,266,266.0,1,266,746640
mDiffFit_363,423,619,1,277,4152960,3318967.4,5,16594837,267,267,267.0,1,267,746640
mDiffFit_86,423,619,1,277,4152960,3322423.4,5,16612117,265,265,265.0,1,265,746640
mBackground_44,90,619,4,1706,4161600,2082504.0,4,8330016,4161600,4161600,4161600.0,2,8323200,5793368
mProject_73,90,619,0,277,1468524,734400.5,2,1468801,4144320,4144320,4144320.0,2,8288640,5930728
mDiffFit_185,423,619,1,277,4161600,3329335.4,5,16646677,266,266,266.0,1,266,746640
mDiffFit_180,423,619,1,277,4161600,3329335.4,5,16646677,260,260,260.0,1,260,746640
mDiffFit_309,423,619,1,277,4144320,3315511.4,5,16577557,266,266,266.0,1,266,746640
mDiffFit_240,423,619,1,277,4161600,3329335.4,5,16646677,265,265,265.0,1,265,746640
mDiffFit_193,423,619,1,277,4161600,3329335.4,5,16646677,263,263,263.0,1,263,746640
mDiffFit_224,423,619,1,277,4161600,3329335.4,5,16646677,267,267,267.0,1,267,746640
mDiffFit_74,423,619,1,277,4144320,3315511.4,5,16577557,260,260,260.0,1,260,746640
mDiffFit_27,423,619,1,277,4144320,3315511.4,5,16577557,260,260,260.0,1,260,746640
mBackground_2,90,619,4,1706,4152960,2078184.0,4,8312736,4152960,4152960,4152960.0,2,8305920,5793368
mDiffFit_80,423,619,1,277,4152960,3318967.4,5,16594837,263,263,263.0,1,263,746640
mDiffFit_300,423,619,1,277,4144320,3315511.4,5,16577557,260,260,260.0,1,260,746640
mBackground_24,90,619,4,1706,4144320,2073864.0,4,8295456,4144320,4144320,4144320.0,2,8288640,5793368
mProject_2,90,619,0,277,1540859,770568.0,2,1541136,4152960,4152960,4152960.0,2,8305920,5930728
mDiffFit_94,423,619,1,277,4144320,3315511.4,5,16577557,277,277,277.0,1,277,746640
mDiffFit_415,423,619,1,277,4144320,3315511.4,5,16577557,269,269,269.0,1,269,746640
mDiffFit_135,423,619,1,277,4144320,3315511.4,5,16577557,262,262,262.0,1,262,746640
mDiffFit_109,423,619,1,277,4144320,3315511.4,5,16577557,267,267,267.0,1,267,746640
mDiffFit_232,423,619,1,277,4161600,3329335.4,5,16646677,272,272,272.0,1,272,746640
mDiffFit_371,423,619,1,277,4144320,3312055.4,5,16560277,261,261,261.0,1,261,746640
mDiffFit_365,423,619,1,277,4144320,3315511.4,5,16577557,259,259,259.0,1,259,746640
mBackground_90,90,619,4,1706,4144320,2073864.0,4,8295456,4144320,4144320,4144320.0,2,8288640,5793368
mDiffFit_188,423,619,1,277,4161600,3329335.4,5,16646677,265,265,265.0,1,265,746640
mDiffFit_273,423,619,1,277,4170240,3332791.4,5,16663957,256,256,256.0,1,256,746640
mProject_64,90,619,0,277,1430932,715604.5,2,1431209,4144320,4144320,4144320.0,2,8288640,5930728
mProject_45,90,619,0,277,1469884,735080.5,2,1470161,4161600,4161600,4161600.0,2,8323200,5930728
mDiffFit_379,423,619,1,277,4144320,3312055.4,5,16560277,266,266,266.0,1,266,746640
mBackground_59,90,619,4,1706,4161600,2082504.0,4,8330016,4161600,4161600,4161600.0,2,8323200,5793368
mDiffFit_302,423,619,1,277,4144320,3312055.4,5,16560277,272,272,272.0,1,272,746640
mDiffFit_283,423,619,1,277,4144320,3312055.4,5,16560277,267,267,267.0,1,267,746640
mDiffFit_226,423,619,1,277,4161600,3329335.4,5,16646677,265,265,265.0,1,265,746640
mDiffFit_347,423,619,1,277,4144320,3315511.4,5,16577557,270,270,270.0,1,270,746640
mDiffFit_13,423,619,1,277,4152960,3318967.4,5,16594837,263,263,263.0,1,263,746640
mAdd_1,3,619,6,273,4152960,4015042.6612903224,62,248932645,6482880,6482880,6482880.0,2,12965760,5827296
mDiffFit_358,423,619,1,277,4152960,3318967.4,5,16594837,266,266,266.0,1,266,746640
mDiffFit_119,423,619,1,277,4152960,3318967.4,5,16594837,273,273,273.0,1,273,746640
mDiffFit_334,423,619,1,277,4144320,3315511.4,5,16577557,261,261,261.0,1,261,746640
mDiffFit_107,423,619,1,277,4152960,3318967.4,5,16594837,267,267,267.0,1,267,746640
mDiffFit_266,423,619,1,277,4161600,3329335.4,5,16646677,276,276,276.0,1,276,746640
mDiffFit_184,423,619,1,277,4161600,3329335.4,5,16646677,263,263,263.0,1,263,746640
mBackground_19,90,619,4,1706,4144320,2073864.0,4,8295456,4144320,4144320,4144320.0,2,8288640,5793368
mDiffFit_264,423,619,1,277,4161600,3329335.4,5,16646677,267,267,267.0,1,267,746640
mProject_85,90,619,0,277,1475774,738025.5,2,1476051,4144320,4144320,4144320.0,2,8288640,5930728
mDiffFit_275,423,619,1,277,4170240,3332791.4,5,16663957,262,262,262.0,1,262,746640
mDiffFit_237,423,619,1,277,4161600,3329335.4,5,16646677,264,264,264.0,1,264,746640
mDiffFit_136,423,619,1,277,4152960,3318967.4,5,16594837,270,270,270.0,1,270,746640
mBackground_64,90,619,4,1706,4144320,2073864.0,4,8295456,4144320,4144320,4144320.0,2,8288640,5793368
mProject_83,90,619,0,277,1471563,735920.0,2,1471840,4144320,4144320,4144320.0,2,8288640,5930728
mProject_26,90,619,0,277,1531489,765883.0,2,1531766,4152960,4152960,4152960.0,2,8305920,5930728
mDiffFit_265,423,619,1,277,4161600,3329335.4,5,16646677,269,269,269.0,1,269,746640
mDiffFit_364,423,619,1,277,4144320,3312055.4,5,16560277,264,264,264.0,1,264,746640
mBackground_73,90,619,4,1706,4144320,2073864.0,4,8295456,4144320,4144320,4144320.0,2,8288640,5793368
mDiffFit_115,423,619,1,277,4152960,3322423.4,5,16612117,262,262,262.0,1,262,746640
